0	0.182411149	-1.58E-02
1	0.182675093	-6.67E-02
2	0.183271751	-0.117808531
3	0.18419753	-0.169132493
4	0.185447082	-0.22079106
5	0.187013254	-0.272887876
6	0.188887373	-0.325529165
7	0.191059425	-0.378824126
8	0.193518281	-0.432887207
9	0.196252003	-0.487836653
10	0.199247897	-0.543796769
11	0.202492967	-0.600898996
12	0.205973893	-0.659281336
13	0.209677264	-0.71909236
14	0.213589847	-0.780489087
15	0.217698649	-0.843640691
16	0.221990958	-0.90872909
17	0.226454496	-0.975952246
18	0.231077477	-1.045523181
19	0.235848665	-1.117676073
20	0.240757331	-1.19266609
21	0.245793372	-1.270773443
22	0.250947207	-1.352307368
23	0.25620994	-1.437611419
24	0.261573136	-1.527065047
25	0.267028987	-1.621093693
26	0.272570133	-1.720171702
27	0.278189838	-1.824834049
28	0.283881843	-1.935684759
29	0.289640307	-2.0534091
30	0.295459956	-2.178787473
31	0.301335782	-2.312714115
32	0.307263315	-2.456215274
33	0.313238472	-2.610486672
34	0.319257498	-2.776912925
35	0.325316966	-2.957115643
36	0.331413805	-3.153014294
37	0.337545395	-3.366884197
38	0.343709141	-3.601450054
39	0.349903017	-3.859998448
40	0.356125146	-4.14655091
41	0.362373918	-4.466050605
42	0.368648022	-4.824653391
43	0.374946415	-5.230145538
44	0.381268144	-5.692494872
45	0.387612671	-6.22468299
46	0.393979728	-6.843935002
47	0.400368989	-7.573611353
48	0.40678066	-8.446228851
49	0.413215041	-9.508346501
50	0.419672549	-10.8292153
51	0.426154017	-12.51630277
52	0.432660371	-14.74615355
53	0.439192802	-17.83018622
54	0.445752561	-22.37438009
55	0.452341497	-29.73416364
56	0.458961308	-43.69467023
57	0.465614021	-80.32888099
58	0.47230202	-432.6715672
59	0.479027867	132.7221175
60	0.485794246	58.49630464
61	0.492604315	37.91197478
62	0.499461353	28.2602764
63	0.506368935	22.66260001
64	0.513330877	19.0109065
65	0.520351529	16.44271514
66	0.527435243	14.53994861
67	0.534586966	13.07511171
68	0.541811764	11.91400135
69	0.549115181	10.97220667
70	0.556503296	10.19407583
71	0.563982248	9.541354589
72	0.571558893	8.986939102
73	0.57924062	8.51107997
74	0.587035	8.099035875
75	0.594950438	7.739612834
76	0.602995753	7.42411168
77	0.611180425	7.145768134
78	0.619514525	6.89914292
79	0.628009081	6.679863521
80	0.636675477	6.484410804
81	0.645526171	6.30986345
82	0.654574454	6.15381251
83	0.663834631	6.014294832
84	0.673322141	5.889622973
85	0.683053195	5.778385317
86	0.693045557	5.679414138
87	0.703318417	5.59173042
88	0.713892043	5.514485027
89	0.724788725	5.446983299
90	0.736032248	5.388628688
91	0.747648418	5.338952307
92	0.759665251	5.2975508
93	0.772112906	5.264113546
94	0.785024524	5.238394724
95	0.798435628	5.220228889
96	0.812385082	5.209486903
97	0.826915622	5.206147985
98	0.84207356	5.210211551
99	0.857909739	5.221758282
100	0.874479949	5.240925145
101	0.891845465	5.267928996
102	0.910073578	5.303044387
103	0.929239273	5.346623402
104	0.949424922	5.399125627
105	0.970722318	5.461079882
106	0.993233144	5.533155247
107	1.0170716	5.616135898
108	1.04236472	5.71095737
109	1.06925571	5.818751127
110	1.09790587	5.940874743
111	1.12849772	6.078932951
112	1.16123819	6.234890144
113	1.19636345	6.411087238
114	1.23414409	6.610464107
115	1.2748909	6.836567776
116	1.31896436	7.09388343
117	1.3667829	7.388013238
118	1.41883671	7.72619018
119	1.47570217	8.11779797
120	1.538064	8.575287359
121	1.60673904	9.115572249
122	1.68271291	9.762199449
123	1.76718318	10.54893033
124	1.8616215	11.5262024
125	1.96785593	12.77273248
126	2.08818626	14.41893624
127	2.22554564	16.69775394
128	2.38373685	20.07082064
129	2.56777668	25.60229947
130	2.7844255	36.42011906
131	3.04301357	67.45303106
132	3.35678506	1132.50878
133	3.7451911	-67.63428135
134	4.2379818	-30.4642886
135	4.8830328	-18.41939501
136	5.76248169	-12.34273806
137	7.02962351	-8.582234127
138	9.00524902	-5.937934949
139	12.4794397	-3.892882192
140	19.9104958	-2.179653051
141	39.3263206	-0.63594291
142	35.3836708	0.855541122
143	18.322855	2.399154948
144	11.8012733	4.111267265
145	8.64120579	6.151599354
146	6.80458593	8.780912353
147	5.61012173	12.49748028
148	4.77319908	18.43852036
149	4.15510416	29.96661971
150	3.68044448	63.53042235
151	3.30480647	2721.011941
152	3.00036025	-74.89844999
153	2.74878597	-38.74732575
154	2.53754282	-26.83343877
155	2.35775638	-20.87205438
156	2.20296979	-17.27963983
157	2.06837773	-14.87122957
158	1.95032585	-13.14089258
159	1.84598911	-11.83600753
160	1.75314748	-10.81636922
161	1.67003262	-9.997714764
162	1.59521854	-9.326422967
163	1.52754271	-8.766594983
164	1.46604812	-8.293376899
165	1.40993917	-7.888945447
166	1.35854876	-7.540194911
167	1.3113147	-7.23725369
168	1.26775873	-6.972584183
169	1.22747147	-6.740280972
170	1.19010091	-6.535689541
171	1.15534234	-6.355085564
172	1.12293112	-6.195435209
173	1.09263539	-6.054291166
174	1.06425238	-5.929629064
175	1.03760278	-5.819748584
176	1.01252842	-5.723261172
177	0.988888502	-5.639012213
178	0.96655798	-5.566034796
179	0.945424914	-5.503490532
180	0.925388992	-5.450729641
181	0.906359911	-5.40718111
182	0.888256252	-5.372405216
183	0.87100482	-5.346030934
184	0.854538977	-5.32777619
185	0.838798225	-5.317433779
186	0.823727727	-5.314880383
187	0.809277117	-5.320045435
188	0.795400739	-5.332923376
189	0.78205657	-5.353587343
190	0.769206464	-5.382169388
191	0.756814837	-5.418855511
